#{"t_start": 1679348925.8579695, "env_id": null}
r,l,t
-7.351939,122,0.13873
-10.431539,128,0.224112
1.366638,24,0.229284
-13.620786,195,0.327494
-9.004726,112,0.377344
-35.322868,440,0.687937
-43.377285,544,1.049797
-0.356313,9,1.060078
-0.942853,27,1.066112
-13.318869,149,1.140609
-26.481147,368,1.321959
0.482499,16,1.325586
-6.289527,100,1.372391
-1.821349,28,1.378525
-1.637956,22,1.39951
-1.013339,23,1.420867
-0.996494,43,1.446459
-17.724088,211,1.590774
-39.404992,481,1.860718
-40.14463,500,2.141015
-33.633659,432,2.423646
-16.069438,234,2.546681
-3.60202,33,2.562432
-16.464009,304,2.705521
-18.542339,284,2.838444
-21.95032,258,2.974895
-4.43684,66,3.002315
-9.476884,139,3.066648
-1.523572,21,3.07972
-50.008215,702,3.498191
-59.24445,815,3.869982
-6.515481,93,3.912331
-13.615138,187,4.008018
-5.470209,57,4.033225
-6.657589,94,4.066758
-9.109812,138,4.134192
-17.444929,203,4.30069
-3.850898,77,4.361712
-4.129169,83,4.419333
-1.365554,46,4.453734
-1.60892,20,4.458255
-1.444805,29,4.48892
-4.692811,66,4.544142
-2.14391,14,4.547457
-3.767628,45,4.573869
-0.107423,13,4.576875
0.100481,17,4.637011
-26.238501,365,4.870229
-54.944155,718,5.397021
-1.391243,32,5.420832
-31.215332,426,5.694142
-44.586754,616,6.025992
-12.16711,136,6.096513
-14.263243,153,6.175191
-4.790787,59,6.197444
-1.182642,10,6.208078
-14.863311,197,6.304412
-2.678171,31,6.320312
-1.760518,30,6.333446
-1.599069,7,6.33522
-1.400279,23,6.349511
-31.077199,442,6.639047
0.561263,22,6.652425
-8.376905,127,6.748858
-15.169754,181,6.891593
-1.236578,46,6.927098
-8.992375,151,7.041573
-18.175919,266,7.263831
-58.238996,740,7.716642
-53.345151,668,8.112158
-21.417243,292,8.310175
-24.990428,300,8.483528
-22.999241,329,8.645151
-3.696438,75,8.680054
-1.411075,49,8.708274
-1.327253,27,8.71475
-1.52207,61,8.771034
-22.971154,280,8.987397
-21.698058,264,9.205326
-0.824077,23,9.227822
-1.54747,27,9.251069
0.840052,17,9.263274
-67.854363,938,9.806442
-0.802142,11,9.809196
-0.83644,31,9.824763
-27.453947,368,10.009152
-7.310123,89,10.055287
-0.580051,9,10.057606
-9.600252,107,10.116945
-24.686565,376,10.35416
-6.282648,96,10.417148
-1.972093,15,10.428918
-1.186179,10,10.439409
-18.768301,245,10.569383
-1.394987,6,10.574933
-6.118751,87,10.615739
-2.453951,28,10.626331
-23.211826,348,10.792912
-7.071851,85,10.846668
-15.82292,175,10.980197
-0.877234,22,10.993486
-87.362302,1097,11.560774
-3.225262,39,11.569661
-2.507929,29,11.582089
-0.874492,29,11.604761
-88.647788,1097,12.131088
-2.008037,17,12.139137
-15.93546,187,12.22777
-2.676269,31,12.263203
-39.550239,489,12.535348
-0.432653,15,12.538642
-9.393229,120,12.582765
-1.491828,37,12.603445
-0.426756,46,12.617847
-50.745964,700,12.967574
-7.529487,90,13.008507
-2.486954,30,13.023672
-10.719466,151,13.090618
-2.032392,27,13.104882
-32.439878,464,13.321232
-0.322625,42,13.338852
-0.179833,15,13.342297
-2.080798,22,13.383984
-2.940358,38,13.396909
-0.093402,19,13.417455
-58.425882,765,13.774235
-3.334517,44,13.792287
-11.175953,126,13.893022
-1.302684,18,13.905306
-11.559861,165,14.007868
-1.899737,24,14.021381
-1.700764,12,14.024058
-34.652828,460,14.23366
-1.959415,44,14.255696
-30.99103,381,14.469183
-1.685473,24,14.47873
-12.04352,174,14.602607
-3.122923,42,14.616083
-2.799689,37,14.63237
-0.04559,16,14.644135
-0.273185,16,14.647784
-1.166031,14,14.65911
-0.529946,14,14.662163
-67.769949,851,15.12472
-33.514152,480,15.460567
-0.498427,14,15.471813
-16.976277,273,15.68238
-26.988417,385,15.956388
-4.789083,88,16.000266
-1.199427,17,16.004023
-1.275842,14,16.015264
-51.745989,678,16.369724
0.86893,12,16.372526
-9.787777,170,16.451147
-8.498765,103,16.498838
-0.718593,13,16.501844
-1.235151,31,16.516821
-52.254956,672,16.863302
-5.749228,89,16.899705
0.200103,34,16.915152
-1.43795,33,16.922561
-52.808692,684,17.257765
-2.734695,73,17.299232
-16.974681,227,17.40975
-14.843055,194,17.552219
-1.759461,21,17.581324
-7.363884,116,17.625493
0.007943,16,17.637522
-7.028477,96,17.681113
-2.024855,27,17.695685
-8.482777,111,17.754874
-15.843523,196,17.861135
-46.136557,618,18.262414
-3.508415,48,18.302725
-5.732253,97,18.366922
-1.781044,38,18.384675
-17.864943,233,18.514186
-1.801119,19,18.518617
-11.132095,175,18.618126
-21.40156,292,18.778655
-2.782595,20,18.791848
-2.775555,27,18.802576
-0.249757,20,18.815522
-0.546031,10,18.817967
-0.513695,14,18.825524
-2.712887,28,18.840604
-6.522084,99,18.889316
-70.265757,821,19.363873
-0.502281,17,19.36812
-0.513587,18,19.380724
-35.129956,466,19.69184
-6.30971,86,19.728772
-20.378924,248,19.854225
-1.631375,54,19.883834
-0.187708,12,19.886879
-1.220918,37,19.903774
-96.763595,1337,20.63199
-73.456694,987,21.133949
-6.614808,93,21.177264
1.006875,12,21.184433
-0.628202,14,21.18784
-3.14464,57,21.225738
-1.233194,13,21.229068
-22.093227,268,21.360591
-2.745415,62,21.392492
-8.925113,96,21.433311
-1.061851,11,21.452194
0.308941,14,21.455491
-26.298283,370,21.691449
-5.700952,83,21.735331
-33.220313,388,22.028249
-9.285808,131,22.100632
-10.423073,173,22.183063
-1.071095,12,22.185891
-60.775761,765,22.686466
-7.972096,121,22.78404
-9.502768,175,22.900721
-9.04219,120,22.985421
-8.227469,102,23.080057
-1.805727,18,23.092389
-1.58794,13,23.103681
-46.040656,582,23.488059
-5.709227,57,23.517313
-9.804969,134,23.580512
-34.033841,433,23.814098
-13.243618,178,23.899433
-3.282898,50,23.927214
-42.28284,586,24.215434
-4.745904,57,24.256757
-20.94595,296,24.449348
-3.157664,40,24.482698
-18.503117,276,24.67747
-12.982734,169,24.788031
-9.606585,135,24.87179
-109.513593,1428,25.557205
-1.253335,19,25.561336
-74.084282,953,26.008927
-13.188864,219,26.089767
-17.200152,222,26.20356
2.417412,18,26.207674
-9.708277,144,26.284816
-7.246864,94,26.325189
0.019772,23,26.362399
-1.453229,30,26.368865
-9.345176,157,26.4575
-1.600274,16,26.465182
-0.255713,29,26.479899
-1.558793,34,26.498619
-38.963225,497,26.756158
-1.891382,20,26.777958
-29.921864,415,27.053967
0.571908,19,27.07436
0.740752,18,27.078416
-21.34518,313,27.256524
-2.863423,23,27.265964
-4.995101,79,27.305178
