x,y,seed
5000,-4.7647646,4
5100,-4.77411528,4
5200,-4.792115280000001,4
5300,-4.764754620000001,4
5400,-4.769137500000001,4
5500,-4.788955520000002,4
5600,-4.806955520000002,4
5700,-4.799042120000001,4
5800,-4.784279080000002,4
5900,-4.788280140000002,4
6000,-4.777796520000002,4
6100,-4.77775072,4
6200,-4.7590100600000005,4
6300,-4.75301004,4
6400,-4.73032804,4
6500,-4.72232804,4
6600,-4.728328039999999,4
6700,-4.718328039999999,4
6800,-4.71032804,4
6900,-4.67237536,4
7000,-4.66237536,4
7100,-4.65538252,4
7200,-4.6482654,4
7300,-4.650495479999999,4
7400,-4.6546445599999995,4
7500,-4.660644559999999,4
7600,-4.622644559999998,4
7700,-4.586644239999998,4
7800,-4.564644259999998,4
7900,-4.540656819999998,4
8000,-4.532656819999999,4
8100,-4.528656819999999,4
8200,-4.506656939999998,4
8300,-4.482178159999998,4
8400,-4.4561781599999994,4
8500,-4.40217816,4
8600,-4.39017816,4
8700,-4.37570218,4
8800,-4.337702179999999,4
8900,-4.331702179999999,4
9000,-4.335702179999999,4
9100,-4.2996254999999985,4
9200,-4.277873779999999,4
9300,-4.24682576,4
9400,-4.246825759999999,4
9500,-4.261318199999999,4
9600,-4.2654157,4
9700,-4.25212342,4
9800,-4.217004620000001,4
9900,-4.21756758,4
10000,-4.19555076,4
10100,-4.169174579999999,4
10200,-4.137174579999999,4
10300,-4.140572899999999,4
10400,-4.126189279999999,4
10500,-4.102371259999999,4
10600,-4.076371259999998,4
10700,-4.065305179999999,4
10800,-4.070685319999999,4
10900,-4.038685319999999,4
11000,-4.039174939999999,4
11100,-4.032822259999999,4
11200,-4.008844979999999,4
11300,-3.9948449999999993,4
11400,-3.981526999999999,4
11500,-3.975373619999999,4
11600,-3.9533732799999997,4
11700,-3.917373279999999,4
11800,-3.889373279999999,4
11900,-3.872443179999999,4
12000,-3.8624431799999988,4
12100,-3.8434358799999995,4
12200,-3.8305529999999997,4
12300,-3.8105529999999996,4
12400,-3.7831772199999993,4
12500,-3.7491771999999997,4
12600,-3.7391771999999994,4
12700,-3.7078745599999996,4
12800,-3.6782433999999995,4
12900,-3.640248319999999,4
13000,-3.6062483199999993,4
13100,-3.5762483199999995,4
13200,-3.5482482999999996,4
13300,-3.53671692,4
13400,-3.5065929799999997,4
13500,-3.4945928799999995,4
13600,-3.4665920799999994,4
13700,-3.4705920799999994,4
13800,-3.4705920799999994,4
13900,-3.4505920799999994,4
14000,-3.4365920799999996,4
14100,-3.4331554599999996,4
14200,-3.4249071799999995,4
14300,-3.4242319799999996,4
14400,-3.4069471999999994,4
14500,-3.37700454,4
14600,-3.3490043800000002,4
14700,-3.3369954999999996,4
14800,-3.34237244,4
14900,-3.34437244,4
15000,-3.30991412,4
15100,-3.3162903,4
15200,-3.28622996,4
15300,-3.2742299599999996,4
15400,-3.24314436,4
15500,-3.2211443600000003,4
15600,-3.20714436,4
15700,-3.18594476,4
15800,-3.1559448800000003,4
15900,-3.15994488,4
16000,-3.16194488,4
16100,-3.13297188,4
16200,-3.1259724199999996,4
16300,-3.1219722599999997,4
16400,-3.11997226,4
16500,-3.1028012599999992,4
16600,-3.096801599999999,4
16700,-3.096801599999999,4
16800,-3.0907967799999994,4
16900,-3.1138535399999996,4
17000,-3.10039688,4
17100,-3.0943970199999997,4
17200,-3.0666227799999994,4
17213,-3.02262278,4
17313,-2.99236462,4
17413,-2.96516434,4
17513,-2.9451643400000003,4
17613,-2.9583981,4
17713,-2.96002926,4
17813,-2.9659796000000003,4
17913,-2.9599796,4
18013,-2.9599795999999996,4
18113,-2.9411405399999997,4
18213,-2.9214802399999993,4
18313,-2.9276040999999995,4
18413,-2.925604039999999,4
18513,-2.9111930799999994,4
18613,-2.885193079999999,4
18713,-2.8364078599999996,4
18813,-2.820407859999999,4
18913,-2.8043271999999995,4
19013,-2.7923519999999993,4
19113,-2.772351119999999,4
19213,-2.7563511199999997,4
19313,-2.7216309999999995,4
19413,-2.7146509,4
19513,-2.7266510599999996,4
19613,-2.7106599399999998,4
19713,-2.71099706,4
19813,-2.6949970600000004,4
19913,-2.6965873799999995,4
20013,-2.6670529199999997,4
20113,-2.65873462,4
20213,-2.6367346200000004,4
20313,-2.63382096,4
20413,-2.62005408,4
20513,-2.62805408,4
20613,-2.6332536600000003,4
20713,-2.5957211,4
20813,-2.5496777400000004,4
20913,-2.51967774,4
21013,-2.50865074,4
21113,-2.5243685399999998,4
21213,-2.4963686999999997,4
21313,-2.4783686999999994,4
21413,-2.4756930799999997,4
21513,-2.4616930599999995,4
21524,-2.4236930599999997,4
21535,-2.3756978799999997,4
21635,-2.32969854,4
21735,-2.3131552,4
21835,-2.2871552000000004,4
21935,-2.2689227400000003,4
22035,-2.3009227400000003,4
22053,-2.2851809000000003,4
22153,-2.3143800400000005,4
22253,-2.29038004,4
22353,-2.27044924,4
22453,-2.27044924,4
22553,-2.2464989,4
22653,-2.2444989000000004,4
22753,-2.222498900000001,4
22853,-2.1657493000000008,4
