x,y,seed
5000,-4.2468688,3
5100,-4.19286902,3
5200,-4.162869020000001,3
5300,-4.085475280000002,3
5400,-4.03385816,3
5500,-4.00176628,3
5600,-3.9577662800000004,3
5700,-3.9092352600000004,3
5800,-3.9057094600000006,3
5900,-3.85770948,3
6000,-3.81581158,3
6100,-3.7576018799999997,3
6200,-3.6882416,3
6300,-3.6402412000000006,3
6400,-3.6095592000000005,3
6500,-3.5515591800000004,3
6600,-3.4915591800000003,3
6700,-3.4515591800000003,3
6800,-3.3915591800000002,3
6900,-3.3589369799999997,3
7000,-3.3189369799999997,3
7100,-3.2718826399999994,3
7200,-3.1949323599999992,3
7300,-3.172922419999999,3
7400,-3.125319179999999,3
7500,-3.09331918,3
7600,-3.061319179999999,3
7700,-3.035311079999999,3
7800,-3.0313110999999995,3
7900,-3.013361139999999,3
8000,-2.981361139999999,3
8100,-2.93936114,3
8200,-2.931361199999999,3
8300,-2.87310712,3
8400,-2.8231071199999995,3
8500,-2.7831071199999995,3
8600,-2.7351071199999994,3
8700,-2.6869828799999995,3
8800,-2.632982879999999,3
8900,-2.580982879999999,3
9000,-2.5309828799999994,3
9100,-2.4494304799999997,3
9200,-2.4157855599999998,3
9300,-2.3772183,3
9400,-2.3592183,3
9500,-2.3375132000000005,3
9600,-2.309545940000001,3
9700,-2.276253660000001,3
9800,-2.225575700000001,3
9900,-2.202138660000001,3
10000,-2.186595520000001,3
10100,-2.154269260000001,3
10200,-2.1362692600000015,3
10300,-2.149667580000001,3
10400,-2.119268980000001,3
10500,-2.079360860000001,3
10600,-2.047360860000001,3
10700,-2.0477995600000005,3
10800,-1.9967034200000011,3
10900,-1.9687034200000009,3
11000,-1.938606200000001,3
11100,-1.9333455000000008,3
11109,-1.924706180000001,3
11209,-1.8913898400000009,3
11309,-1.8721064000000007,3
11409,-1.8621064200000008,3
11509,-1.8601064200000008,3
11609,-1.8281049800000009,3
11709,-1.808104980000001,3
11714,-1.778232560000001,3
11720,-1.748232560000001,3
11820,-1.7192869000000008,3
11920,-1.717623180000001,3
12020,-1.6922421000000007,3
12120,-1.672862120000001,3
12220,-1.6508619000000009,3
12320,-1.6228619000000009,3
12420,-1.6008700000000007,3
12520,-1.5403901000000007,3
12620,-1.4855134200000006,3
12630,-1.4575134200000006,3
12730,-1.4215134200000006,3
12830,-1.3875134200000006,3
12930,-1.3837674800000006,3
13030,-1.3487775400000006,3
13130,-1.3267775400000004,3
13230,-1.3044880800000003,3
13330,-1.3044880800000003,3
13430,-1.2883205800000004,3
13530,-1.2643205800000004,3
13630,-1.2460793200000004,3
13730,-1.2399403800000006,3
13734,-1.2295853000000005,3
13834,-1.2199384200000003,3
13934,-1.2019384200000003,3
14034,-1.1969977000000007,3
14134,-1.1929977000000007,3
14234,-1.186997700000001,3
14334,-1.1942709200000008,3
14434,-1.1725294200000005,3
14534,-1.1485478200000006,3
14634,-1.1464477200000005,3
14734,-1.1243157400000006,3
14834,-1.0978743200000005,3
14934,-1.0878861000000004,3
15034,-1.0838861000000006,3
15134,-1.0449120200000004,3
15234,-1.0062094400000003,3
15334,-0.9975744200000003,3
15434,-0.9875744200000003,3
15534,-0.9576144200000003,3
15634,-0.9396137800000002,3
15734,-0.9376137800000002,3
15834,-0.9309305200000002,3
15850,-0.9148959600000003,3
15950,-0.9047738600000003,3
16050,-0.8824065000000002,3
16150,-0.8784028600000002,3
16250,-0.8684028600000002,3
16350,-0.8637180400000002,3
16450,-0.8677180400000002,3
16550,-0.8617180400000002,3
16650,-0.8463319600000002,3
16750,-0.8432005000000002,3
16806,-0.8332047000000004,3
16906,-0.8272049200000003,3
17006,-0.8132049200000003,3
17106,-0.7992049200000003,3
17206,-0.8116848200000003,3
17306,-0.8265708600000004,3
17406,-0.8056514200000002,3
17506,-0.8156514200000002,3
17606,-0.8096514200000002,3
17706,-0.8136514400000002,3
17806,-0.8206413800000003,3
17906,-0.8143770400000003,3
18006,-0.8083996200000004,3
18106,-0.7963996200000004,3
18206,-0.7743401200000004,3
18214,-0.7803401200000005,3
18314,-0.7805813800000005,3
18414,-0.7944833200000004,3
18514,-0.7844832600000006,3
18614,-0.7676946000000004,3
18714,-0.7535961000000004,3
18722,-0.7465368200000004,3
18822,-0.7285359600000004,3
18922,-0.7225359600000004,3
19022,-0.7085178800000005,3
19122,-0.7038196800000004,3
19131,-0.7138196800000004,3
19231,-0.7082460400000002,3
19331,-0.6963780200000003,3
19431,-0.6699244200000003,3
19446,-0.6759283600000003,3
19461,-0.6739283600000003,3
19561,-0.6929024400000003,3
19661,-0.7055811000000003,3
19761,-0.7015811000000002,3
19768,-0.7015811000000002,3
19868,-0.7049071200000001,3
19968,-0.6969077600000002,3
20068,-0.6751240400000001,3
20168,-0.6529674400000002,3
20268,-0.6366686400000001,3
20368,-0.6307907400000001,3
20468,-0.6217020400000002,3
20568,-0.6137071200000002,3
20668,-0.6017032200000001,3
20768,-0.58303228,3
20868,-0.5631748599999999,3
20885,-0.5651748600000001,3
20985,-0.56115076,3
21085,-0.5596614000000001,3
21105,-0.5596614000000002,3
21205,-0.5398531000000003,3
21305,-0.5154378600000002,3
21405,-0.4985587400000002,3
21412,-0.5005587400000003,3
21512,-0.4845587400000003,3
21612,-0.4913343800000003,3
21653,-0.4893343800000003,3
21658,-0.4953343800000003,3
21758,-0.46438524000000025,3
21858,-0.46433496000000024,3
21958,-0.4535049600000002,3
22058,-0.4373262200000002,3
22158,-0.4275545000000001,3
22258,-0.44377786000000013,3
22358,-0.4317778600000001,3
22458,-0.4217670800000001,3
22558,-0.41184342000000007,3
22658,-0.4058432600000001,3
22758,-0.40737772000000005,3
22858,-0.39756140000000006,3
22958,-0.38156140000000005,3
23058,-0.34981618000000003,3
23158,-0.34179884,3
23258,-0.32563794,3
23358,-0.31911582,3
23458,-0.28496592000000004,3
23558,-0.25506046000000004,3
23658,-0.25105842,3
23758,-0.26367732000000005,3
23858,-0.24428412000000005,3
23958,-0.22485056000000003,3
24058,-0.21885056,3
24158,-0.19383332,3
24258,-0.16786168000000004,3
24358,-0.13152350000000004,3
24458,-0.13268336000000006,3
24558,-0.13268336000000006,3
24658,-0.14246708000000005,3
24758,-0.13647812000000004,3
24858,-0.13667218000000006,3
24958,-0.12958618000000002,3
25058,-0.11056402,3
25158,-0.10656402000000004,3
25258,-0.08970162000000002,3
25358,-0.09020992000000004,3
25458,-0.08069640000000003,3
25558,-0.05575468000000004,3
25658,-0.05377852000000005,3
25758,-0.008908080000000047,3
25858,0.017245159999999975,3
25958,0.016225079999999965,3
26058,0.009611659999999942,3
26158,0.0027791199999999527,3
26258,0.017529359999999976,3
26358,0.015603879999999983,3
26458,0.02580415999999998,3
26558,0.042470899999999985,3
26658,0.0677245,3
26708,0.03677535999999998,3
26808,0.08521970000000001,3
26908,0.08612536,3
27008,0.08288198000000001,3
27048,0.07311025999999998,3
27148,0.08524688,3
27248,0.10660949999999998,3
27255,0.09459872,3
27355,0.11600362,3
27455,0.12401748,3
27555,0.12788791999999996,3
27655,0.13107190000000002,3
27722,0.11507190000000002,3
27737,0.07732582,3
27837,0.08516272,3
27937,0.09658815999999998,3
27970,0.07962633999999998,3
28070,0.07712239999999998,3
28170,0.09310053999999997,3
28270,0.09778069999999997,3
28370,0.10161219999999999,3
28402,0.08221899999999997,3
28415,0.06278543999999997,3
28445,0.04678543999999997,3
28534,0.037547319999999974,3
28634,0.036455919999999975,3
28734,0.02962551999999998,3
28834,0.04748827999999999,3
28934,0.07812687999999998,3
29034,0.09146127999999999,3
29134,0.07976621999999998,3
29234,0.0906964,3
29334,0.09361039999999997,3
29434,0.07721223999999999,3
29534,0.09840447999999996,3
29634,0.09015155999999996,3
29734,0.08711229999999996,3
29834,0.08645727999999996,3
29934,0.07770245999999997,3
30034,0.09601469999999995,3
30134,0.0668397,3
30234,0.07404938000000003,3
30334,0.07147356,3
30434,0.07969942,3
30534,0.09325014000000001,3
30634,0.11584004,3
30734,0.14208798,3
30834,0.14042097999999997,3
30934,0.14284529999999998,3
30972,0.11759170000000001,3
31072,0.15200338,3
31172,0.13324586,3
31272,0.15112911999999998,3
31372,0.16115658,3
31466,0.16175914000000002,3
31566,0.15764938,3
31666,0.15511014,3
31766,0.17511014000000003,3
31866,0.16323706,3
31966,0.15626115999999995,3
32066,0.15645771999999994,3
32166,0.17507439999999994,3
32172,0.17507440000000002,3
32272,0.20708062,3
32372,0.22507728,3
32472,0.23837886,3
32572,0.27087898,3
32672,0.27727838,3
32772,0.25422360000000005,3
32872,0.25871008,3
32972,0.26129968000000003,3
33072,0.28655406,3
33172,0.33563787999999994,3
33272,0.36215972,3
33372,0.35852806,3
33472,0.37268754,3
33572,0.37519127999999996,3
33672,0.39029163999999994,3
33772,0.3679786399999999,3
33872,0.37434268,3
33972,0.38424593999999995,3
34072,0.38855597999999997,3
34172,0.39321034,3
34272,0.41040594,3
34372,0.42420964,3
34472,0.43649252,3
34572,0.43637052000000004,3
34672,0.44558632000000004,3
34772,0.46693416,3
34872,0.48590242000000006,3
34972,0.49792272000000004,3
34994,0.4645598,3
35094,0.47799872000000004,3
35194,0.47018798,3
35294,0.46029954,3
35394,0.4626398199999999,3
35494,0.44231758,3
35594,0.44588004,3
35694,0.4654163,3
35794,0.5012041999999999,3
35894,0.50342568,3
35994,0.49646747999999996,3
36094,0.5003255799999999,3
36194,0.5023851199999999,3
36294,0.5303439799999999,3
36381,0.5228817,3
36481,0.5268115799999998,3
36581,0.5366730399999998,3
36681,0.5555750199999998,3
36781,0.56931724,3
36881,0.58651298,3
36981,0.5848647399999999,3
37081,0.6231032400000001,3
37181,0.60915232,3
37281,0.5893305199999999,3
37381,0.56689368,3
37481,0.5684652999999998,3
37581,0.5634408399999998,3
37681,0.5621019599999998,3
37781,0.5976019799999998,3
37881,0.6168332599999998,3
37981,0.6232286799999999,3
38081,0.6167725799999999,3
38181,0.6315397199999999,3
38281,0.6522587599999999,3
38381,0.6536684399999999,3
38481,0.67964296,3
38581,0.6633404999999999,3
38681,0.6649123999999998,3
38781,0.6896901599999998,3
38881,0.7106205,3
38981,0.69767482,3
39081,0.6940705999999999,3
39181,0.6792335199999999,3
39281,0.6603007,3
39300,0.62940444,3
39379,0.60971824,3
39479,0.61062474,3
39579,0.6258908000000001,3
39679,0.6224970000000001,3
39779,0.6156192,3
39782,0.6156192,3
39838,0.58596788,3
39938,0.58403402,3
40038,0.57927384,3
40045,0.53959342,3
40145,0.54422312,3
40245,0.55554574,3
40345,0.54094848,3
40445,0.5330763399999999,3
40545,0.5283237800000001,3
40634,0.4949752,3
40734,0.4746912200000001,3
40772,0.4354019799999999,3
40846,0.4222553399999999,3
40946,0.4666639199999999,3
41046,0.4570959999999999,3
41146,0.4509577399999999,3
41246,0.4661241399999998,3
41346,0.4551997399999999,3
41446,0.4363806199999999,3
41546,0.4349205999999998,3
41646,0.4146964399999998,3
41746,0.4231354999999998,3
41846,0.4363284999999998,3
41946,0.43408171999999984,3
42046,0.43343687999999986,3
42146,0.4304285999999999,3
42246,0.42093867999999984,3
42346,0.4016761,3
42446,0.3824795,3
42546,0.37583952000000004,3
42646,0.36673384000000014,3
42746,0.34347268000000014,3
42846,0.34646726000000005,3
42946,0.3155639400000001,3
43046,0.29418093999999995,3
43146,0.27471328000000006,3
43246,0.28360076000000006,3
43346,0.2457803,3
43446,0.22197462000000007,3
43546,0.22816336,3
43646,0.24884256000000005,3
43746,0.26665648000000003,3
43846,0.25988214000000004,3
43946,0.29261356000000005,3
44046,0.32041322,3
44146,0.3216806,3
44246,0.3082596,3
44346,0.2754581,3
44445,0.24841359999999998,3
44545,0.28361534,3
44645,0.30284844000000005,3
44745,0.3338335800000001,3
44845,0.35447868000000005,3
44945,0.3921753800000001,3
45045,0.3894901600000001,3
45145,0.3906425200000001,3
45245,0.4074034600000001,3
45345,0.4358308400000001,3
45445,0.45640062000000003,3
45545,0.4906725800000001,3
45619,0.4712152000000001,3
45719,0.5084146,3
45819,0.5125641600000002,3
45919,0.4955333800000001,3
46019,0.50250156,3
46119,0.50101366,3
46219,0.47088043999999996,3
46319,0.47803194,3
46419,0.4797609399999999,3
46435,0.44315372,3
46535,0.45776387999999996,3
46635,0.4564720199999999,3
46735,0.45955321999999993,3
46835,0.478168,3
46935,0.48367508,3
47035,0.4937419599999999,3
47135,0.49752699999999994,3
47235,0.49405323999999984,3
47335,0.5142636199999998,3
47435,0.5083791399999998,3
47535,0.5142867999999998,3
47635,0.5397165599999998,3
47735,0.5394984599999999,3
47835,0.5599229199999999,3
47935,0.5629920999999999,3
48035,0.56969456,3
48135,0.5571511799999999,3
48235,0.5699383799999999,3
48335,0.5689484999999999,3
48435,0.5842065399999998,3
48535,0.5770021199999998,3
48635,0.57636022,3
48735,0.5965529199999999,3
48835,0.6019862,3
48935,0.6089033400000001,3
49035,0.60550922,3
49135,0.6094113999999999,3
49235,0.6104329199999999,3
49335,0.6460538600000002,3
49435,0.64300818,3
49535,0.64721694,3
49635,0.6268884199999999,3
49735,0.6186056199999999,3
49835,0.6285368,3
49935,0.6461391599999999,3
50035,0.6412818,3
50135,0.64949876,3
50235,0.6329960599999999,3
50335,0.6205442399999999,3
50435,0.60621648,3
50535,0.6444403599999999,3
50611,0.6151410199999999,3
50711,0.6187239199999999,3
50811,0.60219194,3
50911,0.6086550599999999,3
51011,0.62570426,3
51111,0.64384348,3
51211,0.64554128,3
51311,0.6618968,3
51411,0.6841447199999999,3
51511,0.6957897999999999,3
51611,0.7093547399999999,3
51711,0.7111778999999999,3
51811,0.7133417999999999,3
51911,0.70714606,3
52011,0.70692154,3
52111,0.7250738999999999,3
52211,0.74067084,3
52311,0.7434619800000001,3
52411,0.76232386,3
52511,0.7728117999999999,3
52611,0.7565199599999999,3
52711,0.7441273199999998,3
52811,0.7487504799999999,3
52911,0.74145554,3
53011,0.77133206,3
53111,0.8014487800000001,3
53211,0.8037957200000001,3
53311,0.81494162,3
53411,0.7991119200000002,3
53511,0.7984309400000003,3
53611,0.8049350600000003,3
53711,0.7970978800000001,3
53811,0.7964249200000001,3
53911,0.7964796800000001,3
54011,0.8184812400000002,3
54111,0.8079252600000003,3
54211,0.8347665400000002,3
54311,0.8218210000000002,3
54411,0.8081322000000001,3
54511,0.8033888400000002,3
54611,0.7978853200000002,3
54711,0.810609,3
54811,0.81192824,3
54911,0.7940836400000001,3
55011,0.7832213,3
55111,0.7595893199999999,3
55211,0.7469797199999999,3
55311,0.7590919999999998,3
55411,0.7705098399999997,3
55511,0.7627152199999998,3
55611,0.7849902599999997,3
55711,0.8125889199999996,3
55811,0.8286564799999996,3
55911,0.8217555199999997,3
56011,0.7995944999999998,3
56111,0.7889877599999996,3
56211,0.7925712999999996,3
56311,0.8155509399999997,3
56411,0.8317670399999997,3
56511,0.8183718599999995,3
56611,0.8162319799999995,3
56711,0.8067882199999996,3
56811,0.8058563399999997,3
56911,0.8196297599999998,3
57011,0.8285675599999996,3
57111,0.8296682399999998,3
57211,0.80744876,3
57311,0.79150534,3
57411,0.78352904,3
57511,0.7544002799999999,3
57611,0.7639208200000001,3
57711,0.7753651599999999,3
57811,0.77000626,3
57911,0.7713967200000001,3
58011,0.75287312,3
58111,0.7322464200000003,3
58211,0.73453014,3
58311,0.7269532800000001,3
58411,0.7429207600000001,3
58511,0.7438895000000002,3
58611,0.7253269000000002,3
58711,0.7254993400000003,3
58811,0.7196665600000002,3
58911,0.7073125600000002,3
