#{"t_start": 1679336364.0449772, "env_id": null}
r,l,t
-3.6,100,0.164483
-3.8,100,0.304054
-4.8,100,0.445425
-2.360542,100,0.584507
-2.9,100,0.721733
-0.900838,100,0.85833
0.055836,100,0.996096
-1,17,1.021422
-1,50,1.089255
-1,23,1.118152
-1,69,1.210722
-1,21,1.238221
-1,68,1.330109
-1,12,1.344841
-0.5,100,1.503034
-1,19,1.530819
0,100,1.67086
-1,48,1.737448
-1,81,1.845445
-1,31,1.888132
-1,73,1.990575
-1,50,2.058701
-1,24,2.091525
-1,15,2.11189
-1,23,2.142815
-1,75,2.24541
-1,13,2.264169
-1,57,2.339199
-1,61,2.420499
-1,8,2.432557
-1,10,2.445957
-1,14,2.465467
-1,36,2.512968
-1,20,2.539876
-1,92,2.661862
-1,52,2.734419
-1,59,2.829806
-1,64,2.915186
-1,33,2.961371
-1,62,3.044445
-1,36,3.095253
-1,31,3.136243
-1,20,3.163303
-1,16,3.184215
-1,25,3.217956
-1.099999,95,3.345506
-1,12,3.360518
-1,64,3.449837
-1,17,3.4747
-1,51,3.542401
-1,42,3.597564
-1,5,3.604289
-1,39,3.658697
-1,36,3.709143
-1,89,3.834631
-1,14,3.855108
-1,10,3.868798
-1,38,3.918931
-1,97,4.052801
-1,41,4.107085
-1,11,4.121271
-1,60,4.215188
-1,21,4.242909
-1,31,4.287059
-1,64,4.370259
-1,51,4.441391
-1,2,4.442868
-1,93,4.571022
-1,6,4.578652
-1,7,4.587056
-1,77,4.694046
-1,44,4.750571
-1,85,4.864433
-1,18,4.889906
-0.1,100,5.025321
-1,91,5.147695
-0.1,100,5.282294
-1,69,5.375819
-1,28,5.415581
-1,32,5.458514
-1,42,5.515418
-1,82,5.643375
-1,47,5.705638
-1,21,5.733595
-1,56,5.811116
-1,74,5.909696
-1,71,6.01251
-1,9,6.022557
-1,65,6.11223
-1,48,6.178169
-1,88,6.298075
-1,6,6.305863
-1,28,6.342834
-1,97,6.47893
-1,77,6.581569
-1,5,6.588299
-1,8,6.600346
-1,61,6.68132
-1,12,6.696194
-1,58,6.775311
-1,75,6.876321
-1,58,6.970798
-1,73,7.068313
-1,50,7.135371
-1,64,7.22193
-1,57,7.299283
-1,21,7.330987
-1,47,7.394285
-1,46,7.456073
-1,24,7.488953
-1,62,7.571837
-1,58,7.651054
-1,7,7.65915
-1,64,7.745786
-1,59,7.828762
-1,70,7.927244
-1,45,7.991829
-1,91,8.121767
-1,69,8.221864
-1,27,8.259422
-1,32,8.319323
0,100,8.45582
-1,54,8.528962
-1,79,8.632359
-1,38,8.684813
-1,2,8.686227
-1,73,8.785844
-1,92,8.908147
-1,80,9.017684
-1,64,9.105531
-1,28,9.144507
-1,61,9.228216
-1,30,9.26898
-1,84,9.38351
-1,83,9.493649
-1,52,9.565716
-1,39,9.619093
-1,55,9.706342
