x,y,seed
5000,-4.831556880000002,2
5100,-4.829556880000001,2
5200,-4.831556880000002,2
5300,-4.8081178200000005,2
5400,-4.794165880000001,2
5500,-4.7847501800000005,2
5600,-4.80675018,2
5700,-4.795137779999999,2
5800,-4.768825739999999,2
5900,-4.7605928199999985,2
6000,-4.772592819999999,2
6100,-4.771409219999999,2
6200,-4.7823866,2
6300,-4.77070134,2
6400,-4.766836939999999,2
6500,-4.76883694,2
6600,-4.788397079999999,2
6700,-4.78239708,2
6800,-4.78039708,2
6900,-4.80439708,2
7000,-4.788166199999999,2
7100,-4.8001662,2
7200,-4.836458039999999,2
7300,-4.83510498,2
7400,-4.8451049799999995,2
7500,-4.821434439999999,2
7600,-4.78943444,2
7700,-4.81059396,2
7800,-4.81363508,2
7900,-4.777743,2
8000,-4.7582208999999995,2
8100,-4.7862209,2
8200,-4.75187654,2
8300,-4.74586962,2
8400,-4.747507679999999,2
8500,-4.726951459999999,2
8600,-4.752117859999998,2
8700,-4.748117859999998,2
8800,-4.768316859999998,2
8803,-4.678316859999997,2
8903,-4.697945759999998,2
9003,-4.681967639999998,2
9103,-4.722253179999998,2
9203,-4.712022459999998,2
9303,-4.700022459999999,2
9403,-4.703152039999998,2
9503,-4.675152679999999,2
9603,-4.65968512,2
9703,-4.6536851200000005,2
9803,-4.633225660000001,2
9903,-4.629225660000001,2
10003,-4.633225660000002,2
10103,-4.639225660000001,2
10203,-4.654664720000002,2
10303,-4.664664720000002,2
10403,-4.688080420000002,2
10503,-4.672061980000003,2
10603,-4.694061980000002,2
10703,-4.700374020000002,2
10803,-4.706606940000002,2
10903,-4.716569320000001,2
11003,-4.739752940000002,2
11103,-4.712538200000001,2
11203,-4.71565662,2
11303,-4.70765984,2
11403,-4.70965984,2
11503,-4.678948619999999,2
11603,-4.682948619999999,2
11703,-4.690086639999999,2
11803,-4.664086639999999,2
11903,-4.686347839999998,2
12003,-4.692042819999998,2
12103,-4.67393624,2
12203,-4.65593624,2
12303,-4.62327556,2
12403,-4.676150319999999,2
12503,-4.68215032,2
12603,-4.6621504400000005,2
12703,-4.664516020000001,2
12803,-4.669898920000001,2
12903,-4.723554380000001,2
13003,-4.749554380000002,2
13103,-4.789898740000003,2
13203,-4.8039056600000025,2
13303,-4.813811980000002,2
13403,-4.809811940000003,2
13503,-4.807811940000002,2
13603,-4.791811940000002,2
13703,-4.791811940000001,2
13803,-4.877810240000001,2
13903,-4.859197200000001,2
14003,-4.881175320000001,2
