#{"t_start": 1678308013.2905555, "env_id": null}
r,l,t
-118.132851,1500,0.86994
-114.389697,1500,2.288737
-31.863304,409,2.517298
-101.96965,1500,3.883267
-53.306463,772,4.290018
-30.84693,474,5.137857
-96.956484,1500,5.943823
-59.483253,1093,7.118493
0.130123,23,7.129973
-61.8129,1143,7.736433
-19.346899,331,8.540208
-18.166155,408,8.740491
-6.852875,154,8.81496
-1.93977,34,8.831537
-39.238915,816,9.27348
-2.973909,92,9.319168
-10.907954,230,9.442796
-4.346551,45,9.473449
-5.364388,63,9.509167
-8.745727,134,9.585363
-5.157384,101,10.25876
-2.0996,24,10.270599
-1.392291,16,10.278652
-5.373335,152,10.358287
-1.992322,26,10.377319
-16.973154,395,10.568921
-7.763154,170,10.671518
-20.169304,463,10.911001
-0.804779,48,10.933944
-0.274417,10,10.938757
-13.373825,354,11.109565
-2.932648,65,11.152569
-3.222282,129,11.227128
-0.59072,9,11.233731
-6.485711,127,11.304232
-4.816752,117,11.966465
-4.408948,98,12.016786
-0.913673,24,12.029804
-2.181983,76,12.072151
-1.975778,40,12.091744
-7.058275,254,12.214349
-3.169757,72,12.252594
-6.577665,206,12.369109
-1.9,12,12.375197
-3.983524,85,12.431005
-1.294342,16,12.438767
-0.994527,50,12.463157
-8.855686,244,12.580653
-1.621011,148,12.651539
-1.618971,16,12.659289
-2.803247,52,12.684702
-1.343663,18,12.693538
0.115166,21,12.703614
-0.413599,32,12.725073
-1.182439,19,12.735416
-2.769115,143,12.816341
-0.914811,11,12.821888
-3.186953,66,12.867588
0.20621,10,12.877031
-0.170916,8,12.882426
-1.227329,25,12.89478
-3.69921,79,12.940895
-4.796674,72,12.97714
-3.596914,108,13.625519
-5.038211,116,13.681959
-2.099938,30,13.696506
-3.143251,62,13.727133
-6.112633,164,13.806092
-1.2,14,13.812724
-1.316186,23,13.823765
-1.965468,62,13.85357
-1.058888,23,13.86485
-2.281875,46,13.8876
-2.127386,85,13.943208
-2.261771,60,13.976269
-1.037761,25,13.988878
-0.526767,19,13.998355
-0.963008,62,14.027671
-1.399918,12,14.033784
-9.118076,260,14.179683
-2.640126,56,14.208929
-5.569396,208,14.31228
-1.797524,39,14.330828
-1.858505,20,14.340586
-1.216039,21,14.350751
-0.217178,22,14.361356
-3.933699,124,14.429654
-1.400168,36,14.463268
-1.153538,84,14.508782
-3.33033,67,14.541353
-0.319317,17,14.549681
-1.804949,85,14.592476
-2.787202,55,14.620178
-1.696953,18,14.628903
-1.1,9,14.633288
-4.693087,122,15.288877
-1.834725,25,15.301272
-0.444405,29,15.315261
-1.448873,32,15.331187
0.057038,25,15.343569
-0.949524,20,15.35315
-1.912181,33,15.369431
-1.940973,67,15.401443
-1.58898,80,15.439875
-1.039532,19,15.449152
-0.321445,10,15.454069
-1.694495,42,15.474591
-5.474003,112,15.52903
-3.424036,67,15.591459
-1.278705,17,15.603407
-2.558482,111,15.667636
-1.762309,29,15.682517
-1.120283,41,15.703007
-2.278002,56,15.730729
-0.808692,32,15.746114
-2.118186,78,15.784099
-4.804175,130,15.846994
-1.156953,35,15.863914
-1.355202,51,15.888962
-1.119158,14,15.89566
-2.55501,74,15.931856
-0.948503,25,15.944161
-1.948571,52,15.970628
-1.577928,101,16.02292
-3.483891,74,16.060586
-1.499309,12,16.068473
-2.818318,45,16.105041
-1.186089,13,16.111928
-3.459285,60,16.144766
0.076871,22,16.156303
-1.347026,64,16.189379
-0.714313,16,16.19781
-0.664225,7,16.202306
-0.789273,11,16.208334
-1.657396,25,16.221275
-4.093459,114,16.281101
-2.057561,46,16.30614
-4.15677,107,16.958973
-1.02898,11,16.964363
-0.899615,27,16.977576
-0.426082,56,17.005426
-0.34569,65,17.03657
-1.1,9,17.0409
-0.636104,22,17.051541
-2.043314,52,17.07653
0.223289,28,17.089974
-1.096022,28,17.103725
-0.648944,19,17.112801
-2.962698,60,17.141815
-3.389318,90,17.187454
0.468729,31,17.207036
0.041412,38,17.241742
-0.905808,26,17.254822
-0.614218,71,17.292387
-0.829241,22,17.3038
-1.184757,23,17.316543
-1.438312,63,17.348821
-1,14,17.355458
-0.100005,17,17.363536
-0.969008,80,17.40176
-1.528294,16,17.409538
-1.286942,57,17.43661
-2.397539,83,17.476494
-1.597133,20,17.486174
-1.1,16,17.49369
-1.193224,27,17.506374
-1.001675,19,17.515518
-1.812088,82,17.554836
-0.472853,58,17.582467
-1.282691,21,17.592434
-1.634595,34,17.608938
-0.095659,19,17.618066
0.393682,47,17.640534
-1.493651,15,17.647768
-1.099999,9,17.652052
-1.409673,21,17.662205
-1,17,17.670153
-1.42882,47,17.695014
-1.27748,87,17.757811
-1.557618,36,17.778507
-0.504037,17,17.78715
-0.263279,24,17.79893
-1.755159,20,17.80926
-1.646291,53,17.840581
-1.071042,53,17.86757
-0.169329,29,17.881599
-0.767937,19,17.890629
-1.642569,51,17.915198
-1.421299,36,17.932634
-1.165078,17,17.940812
-0.979289,27,17.953818
-1.999997,34,17.970027
-1.346849,29,17.983827
-1.399962,12,17.989887
0.085871,50,18.620487
0.397778,21,18.632383
-1.499909,32,18.648438
-1.464053,55,18.67523
-1.1,13,18.681422
-1.337371,24,18.692954
-0.338115,69,18.726174
0.17301,71,18.760112
-0.933535,14,18.766966
-2.124574,33,18.782979
-1.975581,42,18.803322
-0.402029,11,18.809812
-1,16,18.817326
-1.382687,47,18.852993
-1.1,17,18.861928
-1.658757,33,18.879934
-0.407202,30,18.896724
-0.998815,11,18.902458
-1.567116,62,18.935105
-1.3,6,18.938405
-1.513216,52,18.966362
-1.573525,39,18.985955
-1.238214,35,19.002504
-1,13,19.008716
-1.93831,31,19.024133
-1.785754,28,19.037806
-0.995518,22,19.048729
-0.97603,18,19.057284
0.182458,40,19.076331
-0.451327,26,19.089082
-1,22,19.099903
-0.891566,7,19.103798
-1,11,19.11036
-0.095317,13,19.116928
-2.345639,68,19.155286
-0.401699,25,19.167566
-1.099998,19,19.17654
-1.067555,33,19.192303
-2.598073,91,19.235928
-1.513611,48,19.262353
-1,14,19.268946
-1.233347,24,19.280257
-0.875626,83,19.319402
-1.1,15,19.326453
0.804784,23,19.337976
-0.885133,14,19.34467
-1,6,19.34761
-1.150765,22,19.373225
-1.1,12,19.379545
-2.135969,16,19.388286
-1.563905,21,19.400344
-1.199956,13,19.408223
-0.124387,21,19.418731
-1.357453,15,19.42703
-1.976296,50,19.451479
-0.870909,20,19.461267
-1.981121,59,19.495532
-1,7,19.498929
-0.44151,9,19.503256
-1.716589,32,19.519376
-1,19,19.528409
-0.892498,23,19.539773
-1.269423,26,19.55211
0.083969,41,19.571555
-1.077932,13,19.577778
-1.299547,13,19.584051
-0.996644,14,19.590647
-1.469052,24,19.602051
0.087885,49,19.625283
-1.077644,11,19.630571
-1.330771,56,19.65726
-1.151478,109,20.328382
-1.146806,27,20.341027
-1.237233,21,20.353209
-1.499966,23,20.364164
-1.820346,41,20.384556
-0.621153,25,20.396227
-1.1,17,20.404176
-2.399905,59,20.433299
0.186154,50,20.460321
-0.179895,27,20.478475
-1.094331,14,20.48569
-1.399946,27,20.510229
0.168808,31,20.526806
-0.073426,14,20.535814
-1.199999,12,20.543246
-0.527359,28,20.558041
-1.005171,19,20.574289
-2.259704,62,20.617138
-0.380548,73,20.652942
-0.617905,74,20.688511
-1.103766,44,20.710253
-1.575114,18,20.719051
-1.399294,19,20.72815
