#{"t_start": 1679338370.3940358, "env_id": null}
r,l,t
-0.389724,18,0.122355
-2.231042,36,0.212301
0.084171,16,0.245043
-3.224332,69,0.392264
-14.909634,200,0.821131
-23.612562,373,1.608349
-2.535001,38,1.683779
-8.21817,112,1.919049
-5.126661,119,2.175677
-32.500659,463,3.19519
-5.079456,103,3.412788
-5.896175,129,3.681536
-31.00478,449,4.656756
-4.736735,59,4.784384
-34.356588,496,5.837883
-3.913723,75,5.997593
-1.180389,17,6.032535
-0.224715,24,6.082226
-1.4,12,6.109992
-1.172009,27,6.161514
0.151778,21,6.209647
-4.794932,77,6.370511
-4.288573,103,6.602513
-1.4,13,6.627175
-1.108882,114,6.866511
-0.72237,52,6.975127
-1.299271,34,7.046813
-0.237272,41,7.12914
-1.179962,26,7.182114
-1,25,7.239776
-1.468207,32,7.303755
-1.140775,21,7.340971
-1.2,31,7.404368
-1.1,23,7.452981
-0.639509,14,7.484181
-0.384863,24,7.533158
-1.1,15,7.564785
-1,12,7.59246
-1,15,7.61582
-1,16,7.6457
-1.296548,22,7.69367
-1.2,15,7.725505
-1,25,7.779328
-1.231085,13,7.803387
-1,19,7.847278
-1.099998,17,7.875769
-1.182458,31,7.944892
-1.299994,25,7.994055
-1.211826,31,8.049099
-1.090471,24,8.097498
-1.1,13,8.121312
-1,19,8.164737
-1,16,8.192808
-0.803367,24,8.250308
-1,16,8.278147
-0.15957,24,8.331459
-1,16,8.359482
-1,24,8.407971
-1,16,8.447561
-1,24,8.496234
-1,16,8.528487
-1,24,8.574017
-1,16,8.64938
-1.1,27,8.706712
-1,25,8.756019
-1,25,8.805306
-1,12,8.833055
-1,16,8.865108
-1,24,8.913916
-1,16,8.945992
-1,24,8.994826
-1.1,17,9.027248
-1,23,9.071374
-1,16,9.110947
-1,24,9.160024
-1.077301,17,9.188612
-1,11,9.213729
-0.199867,27,9.264505
-1,16,9.304321
-1,24,9.352993
-1,16,9.381016
-1,24,9.42994
-1,16,9.465725
-1,24,9.514677
-1,16,9.546326
-1,24,9.595324
-1,16,9.627243
-1.099998,26,9.677038
-1,23,9.725026
-1,16,9.756819
-1,24,9.805288
-1,16,9.832905
-1,24,9.88125
-1,16,9.921183
-1,24,9.969918
-1,16,9.993857
-1,24,10.042662
-1,16,10.082829
-0.252257,23,10.131186
-1,23,10.169215
-1,23,10.21714
-1,16,10.248855
-1,24,10.29757
-1,16,10.329715
-0.568492,24,10.378604
-1,16,10.410039
-1,24,10.458949
-1,16,10.474569
-1.1,26,10.500385
-1.099973,25,10.525267
-1.1,23,10.549147
-1,16,10.629622
-1.09572,24,10.70721
-1,16,10.755208
-1.076021,26,10.830325
-1,23,10.882694
-0.820206,19,10.9267
-1,23,10.973056
-1,23,11.021347
-1.099035,19,11.056981
-1.1,26,11.115337
-1,16,11.146913
-1.1,24,11.196158
-1,16,11.228053
-1,24,11.27732
-1,16,11.309417
-1,24,11.357946
-1.091881,19,11.388529
-1,23,11.43465
0.12073,25,11.488027
-1,23,11.536213
-1,16,11.563954
-1,24,11.61195
-1,16,11.651689
-1,24,11.699947
-1,16,11.727519
-1,24,11.775572
-1,16,11.802857
-0.724182,32,11.8729
-1,25,11.922361
-0.905241,20,11.966812
-1.097547,16,11.994622
-1,23,12.040522
-1,23,12.08894
-1,16,12.116956
-1.099986,24,12.165962
-1,16,12.205943
-1,24,12.2551
-1,16,12.282898
-0.403681,22,12.331246
-1.099999,29,12.395317
-1,23,12.443605
-1,16,12.471241
-1,24,12.516117
-1.1,20,12.560905
-1,16,12.592924
0.888339,24,12.642252
-1,16,12.674119
-1.060921,24,12.751763
-1.099883,19,12.795519
-1,23,12.837559
-1.1,23,12.877764
-1,16,12.909722
-1,24,12.966868
-1,16,12.99844
-1,24,13.039185
-0.977087,18,13.074294
-1.1,20,13.126747
-0.908557,12,13.137836
-1,16,13.169501
1.151655,24,13.226944
-1,16,13.258311
-1.061434,32,13.324204
-1.170352,26,13.374251
-1,23,13.428304
-1,23,13.468934
-1,16,13.500639
-0.49567,26,13.558745
-1,23,13.599207
-1,16,13.630817
-0.802188,24,13.687333
-1,16,13.719074
-1,24,13.759245
-1,16,13.79065
-0.354358,24,13.847336
-1.288817,17,13.879988
-1,23,13.919644
-1,16,13.951098
-0.915737,23,14.007509
-1.042798,26,14.049067
-1,16,14.080638
-1,24,14.137015
-1,16,14.178909
-1.099806,27,14.239643
-1,25,14.280688
-1,25,14.338319
-1,25,14.395347
-1.123858,27,14.437542
-1,16,14.469316
-1,24,14.526017
-1,16,14.557793
-1,24,14.598621
-1,16,14.630286
-1,24,14.687239
-1,16,14.719145
-1,24,14.759255
-0.986641,18,14.822865
-1,25,14.880202
-1,25,14.920971
-1,25,14.979028
-1.1,29,15.022525
-1,23,15.078489
-1.074833,17,15.11096
-1,11,15.139591
-1,25,15.180564
-1,25,15.238149
-1,25,15.279385
-1.199999,16,15.30709
-1,23,15.360726
-1,23,15.400685
-1,16,15.432656
-1,24,15.489674
-1,16,15.521533
-1,24,15.561846
-1,16,15.593455
-1,24,15.649941
-1,16,15.681679
-1,24,15.72206
-1,16,15.753975
-1,24,15.810628
-1,16,15.842395
-0.990436,26,15.900432
-1.1,18,15.935568
-1,16,15.966886
-1,24,16.023593
-0.940988,18,16.058191
-1,25,16.107284
-1,25,16.152448
-1,25,16.207366
-1,25,16.248853
-1,25,16.309776
-1,25,16.350959
-1,25,16.408072
-1,25,16.449399
-1,25,16.506782
-1,25,16.564336
-1.1,25,16.601256
-1,25,16.65849
-1,25,16.715584
-1,25,16.756527
-1,25,16.818619
-1,25,16.863691
-1,25,16.917197
-1,25,16.958039
-1.099964,20,17.014144
-1,25,17.055661
-1,25,17.105097
-1,12,17.132502
-1,16,17.164267
-1,24,17.204551
-1,16,17.236685
-1,24,17.289315
-1,16,17.321121
-1,24,17.361926
-1,16,17.393601
-1,24,17.450656
-1,16,17.482142
-1,24,17.538789
-1,16,17.554481
-1,24,17.611064
-1,16,17.642715
-1,24,17.69958
-1,16,17.731107
-1,24,17.771564
-1,16,17.802923
-1,24,17.859343
-1,16,17.874687
-1,24,17.931644
-1,16,17.963374
-1,24,18.019887
-1,16,18.051515
-1,24,18.091887
-1,16,18.123669
-1,24,18.172478
-1,16,18.203747
-1,24,18.256024
-1,16,18.287881
-1,24,18.34436
-1,16,18.375776
-0.993256,24,18.416077
-1,16,18.447724
-1,24,18.504158
-1,16,18.535687
-1,24,18.572406
-1,16,18.604168
-1,24,18.661084
-1,16,18.692978
-1,24,18.73336
-1,16,18.765343
-1,24,18.821954
-1,16,18.861858
-1,24,18.902691
-1,16,18.942766
-1,24,18.999439
-1,16,19.030775
-1,24,19.070878
-1,16,19.102334
-1,24,19.159701
-1,16,19.191729
-1,24,19.232255
-1,16,19.263973
-1,24,19.313092
-1,16,19.345374
-1,24,19.394305
-1,16,19.426156
-1,24,19.491566
-1,16,19.523638
-1,24,19.56485
-1,16,19.596788
-1,24,19.653765
-1,16,19.685506
-1,24,19.726691
-1,16,19.758568
-1,24,19.815139
-1,16,19.847204
-1,24,19.888167
-1,16,19.919927
-1,24,19.976739
-1,16,20.008284
-1,24,20.048885
-1,16,20.080628
-1,24,20.137168
-1,16,20.169008
-1,24,20.213595
-1,16,20.241194
-1,24,20.305179
-1.1,20,20.341612
-1,16,20.37332
-1,24,20.414642
-1,16,20.446634
-1,24,20.503212
-1,16,20.534714
-1,24,20.59183
-1,16,20.623348
-1,24,20.663691
-1,16,20.6953
-1,24,20.75151
-1,16,20.783267
-1,24,20.823745
-1,16,20.855227
-1,24,20.918026
-1,16,20.949638
-1,24,20.978058
-1,16,21.021365
-1,24,21.061692
-1,16,21.077115
-1,24,21.101101
-1,16,21.116535
-1,24,21.140521
-1,16,21.155929
-1,24,21.180317
-1,16,21.196205
-1,24,21.220804
-1,16,21.236189
-1,24,21.26036
-1,16,21.275614
-1,24,21.299598
-1,16,21.315323
-1,24,21.391292
-1,16,21.471433
-1,24,21.510846
-1,16,21.542036
-1,24,21.597795
-1,16,21.629107
-1,24,21.66914
-1,16,21.70072
-1,24,21.757033
-1,16,21.78809
-1,24,21.827978
-1,16,21.859042
-1,24,21.915401
-1,16,21.94663
-1,24,21.986842
-1,16,22.002198
-1,24,22.055167
-1,16,22.08684
-1,24,22.1431
-1,16,22.174052
-1,24,22.222364
-1,16,22.253939
-1,24,22.314411
-1,16,22.345758
-1,24,22.386225
-1,16,22.41769
-1,24,22.474029
-1,16,22.494127
-1,24,22.533971
-1,16,22.58127
-1,24,22.620779
-1,16,22.652151
-1,24,22.714036
-1,16,22.745324
-0.470937,24,22.781707
-1,16,22.813085
-1,24,22.868842
-1,16,22.90011
-1,24,22.948565
-1,16,22.98022
-1,24,23.020425
-1,16,23.051709
-1,24,23.107585
-1,16,23.138775
-1,24,23.174777
-1,16,23.206352
-1,24,23.2464
-1,16,23.293838
-1,24,23.334808
-1,16,23.366318
-1,24,23.418716
-1,16,23.450159
-1,24,23.502935
-1,16,23.526539
-1,24,23.583005
-1,16,23.614379
-1,24,23.66646
-1,16,23.697584
-1,24,23.737566
-1,16,23.768829
-1,24,23.824491
-1.057812,19,23.859921
-1,23,23.897441
-1,23,23.952822
-1,16,23.98414
-1,24,24.028156
-1,16,24.059585
-1,24,24.115938
-1,16,24.147294
-1,24,24.173666
-1,16,24.205096
-1,24,24.252203
-1,16,24.300028
-1,24,24.341012
-1,16,24.373169
-1,24,24.437672
-1,16,24.46906
-1,24,24.509735
-1,16,24.54161
-1,24,24.598623
-1,16,24.626129
-1,24,24.683283
-1,16,24.710706
-1,24,24.750787
-1,16,24.78256
-1,24,24.838976
-1,16,24.870413
-1,24,24.919363
-1,16,24.942782
-1,24,24.999563
-1,16,25.031161
-1,24,25.071348
-1,16,25.102777
-1,24,25.158806
-1,16,25.190583
-1,24,25.230677
-1,16,25.262005
-1,24,25.318583
-1,16,25.350222
-1,24,25.390338
-1,16,25.421616
-1,24,25.477637
-1,16,25.509142
-1,24,25.549202
-1,16,25.58091
-1,24,25.637591
-1,16,25.669173
-1,24,25.709852
-1,16,25.750066
-1,24,25.797971
-1,16,25.82965
-1,24,25.886238
-1,16,25.917474
-1,24,25.957956
-1,16,25.989037
-1,24,26.02902
-1,16,26.060743
-1,24,26.117367
-1,16,26.14856
-1,24,26.188871
-1,16,26.220724
-1,24,26.280696
-1,16,26.312651
-1,24,26.352545
-1,16,26.384206
-1,24,26.424967
-1,16,26.456808
-1,24,26.513137
-1,16,26.544717
-1,24,26.592835
-1,16,26.624306
-1.1,24,26.685557
-1,16,26.721489
-1,24,26.761679
-1,16,26.792843
-1,24,26.832924
-1,16,26.864259
-1,24,26.928342
-1,16,26.960234
-1,24,27.000723
-1,16,27.032366
-1,24,27.09253
-1,16,27.124263
-1,24,27.164498
-1,16,27.196308
-1,24,27.252981
-1,16,27.284396
-1,24,27.325227
-1,16,27.356932
-1,24,27.413521
-1,16,27.444752
-1,24,27.484646
-1,16,27.515878
-1,24,27.572536
-1,16,27.604591
-1,24,27.645208
-1,16,27.676601
-1.083301,24,27.733296
-1,16,27.76496
-1,24,27.805893
-1,16,27.837564
-1,24,27.878063
-1,16,27.909821
-1,24,27.966877
-1,16,27.99051
-1,24,28.043279
-1,16,28.074892
-1,24,28.131748
-1,16,28.163456
-1,24,28.203844
-1,16,28.235679
-1,24,28.274231
-1,16,28.317053
-1,24,28.362324
-1,16,28.393844
-1,24,28.442318
-1,16,28.470021
-1,24,28.52763
-1,16,28.559628
-1,24,28.608649
-1,16,28.640546
-1,24,28.699315
-1,16,28.735952
-1,24,28.784917
-1,16,28.813132
-1,24,28.861769
-1,16,28.896332
-1,24,28.947707
-1,16,28.984179
-1,24,29.016287
-1,16,29.047581
-1,24,29.103477
-1,16,29.134809
-1,24,29.183149
-1,16,29.207643
-1,24,29.254577
-1,16,29.294873
-1,24,29.347296
-1,16,29.379553
-1,24,29.429418
-1,16,29.457148
-1,24,29.482157
-1,16,29.498495
-1,24,29.523025
-1,16,29.538811
-1,24,29.563555
-1,16,29.578982
-1,24,29.603763
-1,16,29.619237
-1,24,29.643584
-1,16,29.659052
-1,24,29.683497
-1,16,29.699199
-1,24,29.724015
-1,16,29.73989
-1,24,29.764542
-1,16,29.780152
-1,24,29.804865
-1,16,29.820585
-1,24,29.845006
-1,16,29.860653
-1,24,29.88565
-1,16,29.950443
-1,24,30.051734
-1,16,30.083336
-1,24,30.131676
-1,16,30.163612
-1,24,30.212208
-1,16,30.227757
-1,24,30.251594
-1,16,30.266993
-1,24,30.30584
-1,16,30.333555
-1,24,30.38995
-1,16,30.417363
-1,24,30.465895
-1,16,30.493365
-1,24,30.541483
-1,16,30.581014
-1,24,30.629225
-1,16,30.656719
-1,24,30.705002
-1,16,30.73064
-1,24,30.791029
-1,16,30.81837
-1,24,30.858498
-1,16,30.898444
-1,24,30.946759
-1,16,30.973898
-1,24,31.022091
-1,16,31.049806
-1,24,31.098222
-1,16,31.137986
-1,24,31.186339
-1,16,31.217803
-1,24,31.266429
-1,16,31.29806
-1,24,31.346815
-1,16,31.378637
-1,24,31.427316
-1,16,31.458803
-1,24,31.507317
-1,16,31.535271
-1,24,31.584104
-1,16,31.615771
-1,24,31.664512
-1,16,31.696275
-1,24,31.7448
-1,16,31.776638
-1,24,31.82532
-1,16,31.857152
-1,24,31.90565
-1,16,31.937077
-1,24,31.985532
-1,16,32.017426
-1,24,32.062131
-1,16,32.093682
-1,24,32.142081
-1,16,32.173824
-1,24,32.221987
-1,16,32.257732
-1,24,32.317779
-1,16,32.345217
-1,24,32.393178
-1,16,32.432566
-1,24,32.480574
-1,16,32.508074
-1,24,32.556289
-1,16,32.58337
-1,24,32.631205
-1,16,32.658172
-1,24,32.705981
-1,16,32.745561
-1,24,32.793711
-1,16,32.820832
-1,24,32.86474
-1,16,32.892366
-1,24,32.940386
-1,16,32.97186
-1,24,33.019915
-1,16,33.05574
-1,24,33.104181
-1,16,33.135759
-1,24,33.183754
-1,16,33.215198
-1,24,33.263093
-1,16,33.286259
-1,24,33.334418
-1,16,33.36603
-1,24,33.41458
-1,16,33.445964
-1,24,33.494649
-1,16,33.526176
-1,24,33.57448
-1,16,33.606103
-1,24,33.654693
-1,16,33.686519
-1,24,33.739965
-1,16,33.771966
-1,24,33.820414
-1,16,33.852328
-1,24,33.90054
-1,16,33.932133
-1,24,33.980387
-1,16,34.011966
-1,24,34.060778
-1,16,34.092442
-1,24,34.140916
-1,16,34.172666
-1,24,34.215596
-1,16,34.247627
-1,24,34.307039
-1,16,34.338996
-1,24,34.387401
-1,16,34.423219
-1,24,34.471766
-1,16,34.503174
-1,24,34.551858
-1,16,34.583267
-1,24,34.628485
-1,16,34.659898
-1,24,34.70806
-1,16,34.737532
-1,24,34.794075
-1,16,34.825843
-1,24,34.874548
-1,16,34.905935
-1,24,34.954486
-1,16,34.986164
-1,24,35.03488
-1,16,35.066502
-1,24,35.115118
-1,16,35.146339
-1,24,35.194837
-1,16,35.226585
-1,24,35.275027
-1,16,35.306639
-1,24,35.355019
-1,16,35.386627
-1,24,35.435186
-1,16,35.466637
-1,24,35.490464
-1,16,35.505648
-1,24,35.529412
-1,16,35.544695
-1,24,35.56892
