x,y,seed
5000,-4.28390864,3
5100,-4.241908860000001,3
5200,-4.2099088600000005,3
5300,-4.15378204,3
5400,-4.117398420000002,3
5500,-4.078270800000002,3
5600,-4.058270800000002,3
5700,-4.027244560000001,3
5800,-4.035718760000001,3
5900,-3.9957187800000007,3
6000,-3.9566088800000005,3
6100,-3.9075884800000003,3
6200,-3.8800666600000002,3
6300,-3.8460662600000006,3
6400,-3.82781802,3
6500,-3.791818,3
6600,-3.7538180000000003,3
6700,-3.7118180000000005,3
6800,-3.657818,3
6900,-3.64121054,3
7000,-3.62921054,3
7100,-3.5867816599999998,3
7200,-3.54245096,3
7300,-3.54444102,3
7400,-3.53047276,3
7500,-3.49647226,3
7600,-3.46247226,3
7700,-3.43447218,3
7800,-3.3985054000000003,3
7900,-3.3885904200000003,3
8000,-3.3725904200000008,3
8100,-3.3505904200000005,3
8200,-3.3185905400000006,3
8300,-3.274997140000001,3
8400,-3.2409971400000006,3
8500,-3.22099714,3
8600,-3.1869972,3
8700,-3.1654153000000003,3
8800,-3.1174153000000002,3
8900,-3.1114153,3
9000,-3.0574037,3
9100,-3.0073130199999993,3
9200,-2.98600606,3
9300,-2.97267994,3
9400,-2.96467994,3
9500,-2.9475629599999995,3
9600,-2.9457440999999993,3
9700,-2.923706959999999,3
9800,-2.9184448599999997,3
9900,-2.8948351399999996,3
10000,-2.90253956,3
10100,-2.8701633800000006,3
10200,-2.86016338,3
10300,-2.830294780000001,3
10400,-2.8026626800000005,3
10500,-2.777785700000001,3
10600,-2.7537857000000003,3
10700,-2.71671962,3
10800,-2.6667114199999995,3
10900,-2.6467114199999995,3
11000,-2.6198262000000003,3
11100,-2.6193762,3
11200,-2.56418008,3
11300,-2.5361804799999996,3
11400,-2.4984287199999993,3
11500,-2.4902753599999996,3
11600,-2.44143046,3
11700,-2.43134538,3
11800,-2.4153453799999998,3
11900,-2.3627275599999997,3
12000,-2.3067275599999997,3
12100,-2.29515476,3
12200,-2.2654854600000003,3
12300,-2.2214854600000007,3
12400,-2.1724747000000004,3
12500,-2.1384752000000007,3
12600,-2.1064752000000007,3
12700,-2.037150720000001,3
12800,-2.011151620000001,3
12900,-1.969092880000001,3
13000,-1.9210928800000011,3
13100,-1.8850852200000008,3
13200,-1.8589299800000008,3
13300,-1.8150488400000007,3
13306,-1.7850488400000009,3
13406,-1.7530488400000006,3
13506,-1.7250488400000006,3
13606,-1.6848010800000006,3
13706,-1.6528042200000008,3
13806,-1.6168042200000006,3
13906,-1.5908158200000007,3
14006,-1.5800650600000006,3
14106,-1.5713720200000005,3
14206,-1.5636324400000003,3
14306,-1.5177391800000004,3
14406,-1.4589726400000003,3
14415,-1.4089726400000004,3
14515,-1.3622057000000005,3
14615,-1.3300630600000005,3
14715,-1.2860628600000004,3
14815,-1.23636502,3
14849,-1.2207412,3
14949,-1.18609004,3
15049,-1.16606348,3
15149,-1.1302308999999997,3
15249,-1.0959453,3
15349,-1.04394528,3
15449,-1.02532426,3
15549,-0.9972749200000003,3
15649,-0.9692748200000004,3
15749,-0.9153451000000002,3
15802,-0.8913451000000003,3
15817,-0.8960634400000004,3
15917,-0.8626207200000003,3
15942,-0.8526207200000003,3
16042,-0.7843051200000004,3
16079,-0.7931500200000005,3
16179,-0.7711963400000004,3
16274,-0.7509679600000003,3
16285,-0.7576986200000003,3
16385,-0.7237006000000002,3
16485,-0.6937022800000001,3
16585,-0.6857022800000001,3
16685,-0.66062918,3
16785,-0.6625730000000001,3
16885,-0.6425730000000001,3
16985,-0.6110868199999999,3
17085,-0.6096621600000001,3
17185,-0.6024621,3
17285,-0.5882917000000001,3
17385,-0.58828988,3
17485,-0.57255552,3
17585,-0.5507107600000002,3
17685,-0.5503123600000001,3
17785,-0.53238898,3
17885,-0.484573,3
17985,-0.4665730000000001,3
18085,-0.4587899000000001,3
18110,-0.4687867600000001,3
18210,-0.4482423800000001,3
18310,-0.43256310000000003,3
18410,-0.39481374,3
18510,-0.36167482,3
18610,-0.32864116000000004,3
18703,-0.34453442000000006,3
18803,-0.33627640000000003,3
18903,-0.31869866,3
18913,-0.34546654000000004,3
19013,-0.30547060000000004,3
19103,-0.3066147,3
19133,-0.33035908,3
19233,-0.31553060000000005,3
19333,-0.2865787000000001,3
19433,-0.2653993800000001,3
19513,-0.27924768000000005,3
19582,-0.2995378800000001,3
19682,-0.2924928400000001,3
19782,-0.2931138600000001,3
19882,-0.2829425200000001,3
19890,-0.28494262000000004,3
19990,-0.29741562000000016,3
20084,-0.3054156200000001,3
20184,-0.28788665999999996,3
20284,-0.26178035999999993,3
20305,-0.26178035999999993,3
20405,-0.28068364,3
20505,-0.24923381999999988,3
20605,-0.22983643999999995,3
20705,-0.21027167999999996,3
20805,-0.17260065999999993,3
20817,-0.20459867999999995,3
20917,-0.17181099999999994,3
21017,-0.15509137999999995,3
21117,-0.13966469999999992,3
21217,-0.13735781999999994,3
21317,-0.10575219999999998,3
21347,-0.12923837999999999,3
21435,-0.15998759999999992,3
21535,-0.15214397999999993,3
21635,-0.11562699999999995,3
21735,-0.07871929999999998,3
21835,-0.06722536,3
21935,-0.048903600000000026,3
21951,-0.06677654000000001,3
22051,-0.06864060000000001,3
22142,-0.11334638,3
22242,-0.10334630000000002,3
22342,-0.09430672000000002,3
22442,-0.055330880000000006,3
22542,-0.05187526000000001,3
22642,-0.04746058,3
22742,-0.0630994,3
22842,-0.06226096,3
22860,-0.08934262,3
22941,-0.08734262000000001,3
23041,-0.08974660000000001,3
23047,-0.10732434,3
23147,-0.08815358000000001,3
23157,-0.12814952,3
23201,-0.13500562000000002,3
23301,-0.11654720000000002,3
23397,-0.13137568,3
23497,-0.14666314000000003,3
23597,-0.13488796,3
23627,-0.13488796,3
23727,-0.1134744,3
23755,-0.13051946,3
23850,-0.14851946,3
23926,-0.17101718,3
23964,-0.17101718,3
24064,-0.18294224,3
24164,-0.16082984000000003,3
24264,-0.14956492000000002,3
24364,-0.15168152000000001,3
24406,-0.15168152,3
24506,-0.15296453999999998,3
24606,-0.15864520000000001,3
24706,-0.16576596000000002,3
24759,-0.1835591,3
24859,-0.19979635999999998,3
24944,-0.19825669999999998,3
25044,-0.21783661999999995,3
25144,-0.22655107999999996,3
25202,-0.25505085999999993,3
25302,-0.23236221999999995,3
25402,-0.23210383999999995,3
25458,-0.23210383999999995,3
25558,-0.21610162,3
25658,-0.22914371999999997,3
25758,-0.23988563999999998,3
25858,-0.2488951799999999,3
25958,-0.24094173999999993,3
26058,-0.24840099999999993,3
26158,-0.20919473999999988,3
26202,-0.22525405999999992,3
26214,-0.22636425999999996,3
26314,-0.20383795999999993,3
26414,-0.19191015999999994,3
26514,-0.21268643999999992,3
26614,-0.20348445999999992,3
26684,-0.22757841999999992,3
26784,-0.23107245999999995,3
26884,-0.21386167999999994,3
26984,-0.19518085999999996,3
27084,-0.17397095999999995,3
27184,-0.18298619999999996,3
27284,-0.15617955999999997,3
27384,-0.15329351999999996,3
27481,-0.15329351999999996,3
27581,-0.12652416,3
27681,-0.10498288,3
27781,-0.07883405999999998,3
27881,-0.04507938000000001,3
27981,-0.05527599999999997,3
28039,-0.05527599999999999,3
28139,-0.05867796,3
28216,-0.058677960000000015,3
28316,-0.040675100000000027,3
28416,0.012745079999999968,3
28516,0.029177940000000003,3
28616,0.04551504,3
28716,0.04773311999999998,3
28816,0.05443500000000001,3
28916,0.03742161999999998,3
29016,0.05694764,3
29116,0.05956884000000001,3
29216,0.055178560000000015,3
29316,0.058564740000000004,3
29333,0.058564739999999976,3
29346,0.03713097999999998,3
29411,0.035591319999999954,3
29511,0.04041679999999997,3
29611,0.07326773999999996,3
29711,0.08727633999999994,3
29811,0.08450487999999996,3
29911,0.06277683999999996,3
30011,0.07880325999999996,3
30043,0.06280103999999996,3
30143,0.06480041999999994,3
30243,0.05505869999999997,3
30325,0.02244415999999996,3
30374,-0.0027452400000000377,3
30474,-0.010984680000000023,3
30574,-0.02058004,3
30582,-0.02058004000000002,3
30644,-0.02058004000000002,3
30744,-0.02477274000000003,3
30750,-0.053770980000000024,3
30850,-0.049987440000000036,3
30899,-0.06918942000000004,3
30976,-0.06918942000000004,3
31076,-0.05321732000000003,3
31176,-0.062204220000000025,3
31276,-0.05912668000000002,3
31376,-0.04597962000000004,3
31476,-0.05467664000000004,3
31498,-0.08148328000000003,3
31555,-0.10354008000000003,3
31655,-0.08457828000000006,3
31664,-0.11134764000000005,3
31764,-0.11588374000000004,3
31864,-0.11299020000000004,3
31964,-0.14033383999999996,3
32032,-0.17511827999999996,3
32132,-0.15707776,3
32145,-0.17508936,3
32245,-0.13806258000000002,3
32345,-0.11466598000000003,3
32445,-0.13236339999999996,3
32545,-0.12740501999999998,3
32645,-0.13460718,3
32745,-0.13216371999999998,3
32845,-0.14614532,3
32945,-0.1287064,3
33043,-0.13950617999999998,3
33143,-0.14041006,3
33153,-0.16178894,3
33253,-0.14551862,3
33298,-0.14551862,3
33368,-0.14551862,3
33468,-0.12719107999999998,3
33568,-0.12435288,3
33668,-0.13254437999999993,3
33768,-0.08895033999999999,3
33868,-0.10323057999999996,3
33931,-0.12136653999999993,3
34031,-0.12136633999999995,3
34131,-0.10296777999999998,3
34159,-0.12096783999999998,3
34259,-0.12706369999999995,3
34359,-0.11234746000000001,3
34459,-0.09297980000000004,3
34472,-0.10960286000000005,3
34572,-0.10911390000000003,3
34672,-0.07005910000000004,3
34678,-0.07005910000000003,3
34778,-0.08638204000000003,3
34878,-0.05170024000000005,3
34938,-0.07368334000000006,3
35038,-0.05568526000000002,3
35101,-0.055685260000000014,3
35201,-0.062220840000000006,3
