#{"t_start": 1679348888.3396008, "env_id": null}
r,l,t
-115.166667,1500,1.346101
-119.886757,1500,2.537066
-118.684124,1500,3.738985
-31.857319,394,4.02937
-116.363417,1500,8.912778
-103.389836,1500,10.048129
-1.199998,7,10.053086
-2.186087,39,10.080954
-19.111492,255,10.358496
-106.190456,1500,11.543122
-107.143311,1500,12.734086
-93.946869,1294,17.663066
-93.701753,1500,18.840869
-99.171821,1500,20.017743
-17.715038,255,20.194299
-9.212327,145,20.29773
-94.545591,1500,21.676428
-89.35757,1500,26.357635
-15.49392,247,26.563226
-54.623639,901,27.309048
-1.779912,23,27.324451
-82.005381,1500,28.583133
-1.092801,15,28.59387
-1.877377,19,28.607481
-2.232633,31,28.62928
-64.373776,1111,29.508945
-31.358592,594,29.9416
-29.109475,481,30.432764
-1.417162,29,30.453055
-26.22474,455,30.829139
-1.011505,13,30.838058
-27.663031,573,34.515736
-10.189565,241,34.799991
-0.753679,17,34.812373
-14.676328,337,35.051396
-2.468551,51,35.086597
-26.795805,571,35.596335
-1.735224,24,35.631375
-16.505448,356,35.905915
-17.059399,427,36.205823
-0.778143,17,36.21783
-8.177272,153,36.379906
-3.789919,66,36.426549
-6.251609,144,36.532603
-2.252361,64,36.579962
-14.681644,299,36.803011
-1.721531,35,36.829261
-32.288109,608,37.418333
-34.850437,753,38.011152
-29.995727,686,38.532661
-1.372749,10,38.540321
-5.367971,98,38.613334
-28.493931,606,39.101278
-8.791996,210,39.258137
-1.284708,25,39.276665
-1.463164,56,42.79568
-3.554699,92,42.863736
-0.132047,34,42.88873
-0.705014,13,42.898648
-1.547336,29,42.919981
-7.044275,242,43.215219
-2.356504,77,43.271027
-3.206835,116,43.355004
-2.196455,36,43.381618
-3.444191,73,43.434515
-2.452772,29,43.455816
-1.202352,18,43.468819
-2.479954,50,43.505136
-3.61087,88,43.568891
-1.622452,10,43.576421
-7.548438,174,43.703558
-0.929719,39,43.731925
-2.099999,17,43.744739
-6.635336,249,43.956759
-6.103321,161,44.079007
-6.259114,117,44.163792
-8.824174,274,44.402553
-5.416192,198,44.612419
-6.732242,218,44.85578
-0.746067,12,44.864823
-1.940121,61,44.910991
-1.053952,18,44.924785
-4.047748,185,45.062533
-5.863591,99,45.137363
-1.88988,16,45.149661
-7.591994,259,45.373601
-5.150132,103,45.448083
-2.091024,59,45.491519
-2.214994,57,45.531855
-4.221073,105,45.700974
-15.877178,329,46.045676
0.142164,20,46.060534
-20.721611,556,46.539175
-2.688449,34,46.620126
-6.281681,154,46.733457
-11.051231,277,46.935277
-4.711407,107,47.013105
-1.499943,14,47.023111
-0.910964,22,47.039002
-4.93289,82,47.098576
-9.451822,257,47.283924
-0.747679,8,47.289893
-0.857167,10,47.2979
0.631408,29,47.319045
-5.509233,109,47.43927
-6.136275,160,47.556013
-5.560098,124,47.684947
-8.377398,202,47.83321
-10.244899,221,48.01598
-1.719425,16,48.028192
-1.66317,20,48.043008
-4.865317,183,51.640794
-0.749148,9,51.68981
-3.342986,133,51.844097
-2.659206,44,51.877095
-3.204802,70,51.929162
-1.890926,35,51.954318
-1.739919,25,51.97321
-3.562846,145,52.14115
-3.068147,68,52.190939
-5.480488,180,52.322829
-1.497834,23,52.339479
-0.45636,80,52.397631
-2.622812,43,52.430315
-0.83071,61,52.474843
-3.063896,48,52.510821
-2.066959,80,52.627635
-4.26714,196,52.770955
-1.640878,107,52.849304
-3.392506,76,52.905676
-1.477144,20,52.920676
-1.029181,15,52.931502
-1.90958,84,52.992932
-1.916889,39,53.022128
