#{"t_start": 1678309565.112967, "env_id": null}
r,l,t
-98.456763,1500,0.759673
-89.769139,1500,2.103363
-83.939229,1500,3.432467
-73.298673,1500,4.170337
-56.510128,1500,5.551893
-46.093845,1500,6.901143
-38.474851,1276,8.149455
-1.910424,285,8.278853
-6.555123,505,8.519474
-7.881981,471,8.745853
-3.018366,223,8.84733
-6.507358,502,9.10521
-2.150139,203,9.78942
-1.04328,58,9.833215
-0.800747,89,9.896455
-1.531702,68,9.927258
-3.196168,167,10.00427
-2.406605,145,10.070365
-1.727826,111,10.137861
-1.2,19,10.14699
-1,25,10.159137
-1.001226,26,10.171849
-2.480685,248,10.287148
-1.629116,115,10.339555
-7.436676,479,10.573099
-1.199992,28,10.587487
-2.970965,173,10.697096
-1.06681,22,10.713768
-1.584837,58,10.747245
-1.734761,95,11.475132
-1,14,11.481485
-1.619066,120,11.536318
-0.88774,86,11.580689
-1.099915,29,11.595515
-1.189767,48,11.617486
-1.922135,225,11.724287
-2.058849,153,11.814523
-1.392055,50,11.839435
-1.49976,81,11.88237
-1.074849,60,11.922672
-0.415528,74,11.957675
-1.024997,61,11.986076
-0.206183,41,12.004887
-0.842449,19,12.013797
-1.01679,48,12.035774
-1.132563,47,12.058372
-1.074788,79,12.094414
-1,38,12.111625
-1.099998,14,12.11811
-1.199979,20,12.127258
-2.165912,109,12.177495
-1.191669,45,12.19872
0.731509,61,12.22697
-1.599999,55,12.253908
-0.553596,20,12.264261
-1.128292,74,12.315809
-1.783692,93,12.369446
-0.317255,90,12.414525
-1.1,26,12.428686
-0.701578,23,12.441961
-1.380214,127,13.162839
-0.996679,90,13.204652
-0.94523,55,13.229576
-0.57799,69,13.260738
-0.289931,18,13.269004
-1.634389,210,13.367188
-1.378107,40,13.385955
-1,15,13.392728
-0.975037,34,13.408181
-1.137205,48,13.430268
-1.761129,88,13.493424
-0.546415,66,13.531801
-0.002894,51,13.55603
-1.399999,41,13.574799
-1.3,45,13.597755
-1.643924,59,13.629289
-0.520083,86,13.676653
-1,29,13.691121
-0.899366,71,13.72879
-1,24,13.740411
-0.627186,23,13.75403
-1.271147,43,13.777494
-1.128573,40,13.803073
-1.036874,54,13.836168
-0.187483,31,13.855854
-1.162328,38,13.878541
-1.710902,109,13.9477
-1.257296,144,14.038216
-2.332373,297,14.196482
-1.381041,47,14.218457
-0.610539,26,14.230527
-1.272944,39,14.883011
-1.1,28,14.89783
-1,17,14.90578
-0.784124,71,14.939731
-0.941002,31,14.957862
-0.536754,57,14.98741
-0.962278,39,15.01212
-1,17,15.020968
-1.148214,112,15.08963
-0.681013,60,15.124895
-1,42,15.151023
-0.839565,78,15.203871
-1.299994,47,15.229324
-1.1,22,15.243282
-0.963429,22,15.256301
-1.063512,63,15.286982
-1.143764,60,15.316627
-0.24873,48,15.338659
-1,28,15.351371
-1.848184,114,15.403321
-1.167821,38,15.420918
-0.164397,35,15.43706
-1.193633,41,15.455869
-1,12,15.461412
-1.262992,44,15.481796
-1.064369,29,15.495939
-0.913107,49,15.518577
-1.299985,55,15.544399
-0.925278,24,15.555332
-0.735845,78,15.59154
-1.207043,70,15.624822
-1,26,15.640313
-1.1,16,15.64949
-1.092466,26,15.66365
-1.397421,56,15.709829
-0.48315,38,15.731873
-1.099998,55,15.756764
-1.1,27,15.770036
-1.4,25,15.784281
-1.199984,42,15.803577
-1.1,33,15.818451
-1.299989,46,15.840125
-1.39837,73,15.873801
-1.434468,81,15.911029
-1.1,31,15.925324
-0.002945,30,16.578161
-1,12,16.583628
-1,18,16.592211
-1.098876,27,16.605014
-0.58843,37,16.622839
-1.1,42,16.64409
-1,24,16.655525
-0.981385,16,16.662912
-0.805144,24,16.674965
-0.000713,35,16.692143
-1.09984,35,16.709182
-0.61552,84,16.750217
-1.1,43,16.774054
-1.2,24,16.785709
-1.1,26,16.798007
-1.190348,48,16.819927
-0.854665,65,16.859104
-1.073691,88,16.898746
-0.793035,36,16.916019
0.449685,158,16.988018
-1.268491,120,17.043538
-0.786017,46,17.064624
-1.2,13,17.072739
-1.118526,51,17.096034
-1.1,48,17.118187
-0.072244,40,17.142262
-1,12,17.149328
-1.199999,36,17.166178
-0.800131,40,17.184483
-1,19,17.193129
-0.924947,30,17.206844
-1.29995,89,17.247077
-0.03915,82,17.285364
-1.199825,73,17.327749
-1,26,17.339989
-1.399977,59,17.367532
-1,34,17.385111
-0.005987,38,17.402693
-0.939936,27,17.415107
-1.029205,19,17.424508
-1.199817,38,17.442184
-0.304602,149,17.523379
-1.098292,48,17.545615
-0.335015,23,17.556263
-0.007645,27,17.56891
-1,28,18.308335
-1.188004,35,18.324451
-0.896172,28,18.337497
-1.198048,58,18.364245
-1,36,18.381374
-1,22,18.391761
-0.779817,52,18.424264
-0.551747,58,18.469203
0.895498,94,18.529439
-0.256689,49,18.558413
-1,20,18.572867
-1.293569,58,18.617626
-1.2,39,18.636593
-0.454959,30,18.650671
-0.401686,57,18.680342
-1.268297,60,18.707449
-1.234767,59,18.734169
-1.099998,38,18.751325
-1.1,33,18.766354
-1.076925,29,18.780487
-1,18,18.788824
-1.09999,58,18.814916
-1.099821,62,18.842735
-0.100413,67,18.873591
-0.897992,28,18.88633
-1,20,18.895671
-1.166959,39,18.91327
-0.910062,107,18.961463
-1.299506,60,18.988441
-0.901484,32,19.002906
-0.927579,44,19.023007
-1,18,19.031705
-0.949111,76,19.076022
-0.034073,26,19.089996
-1,19,19.099931
-0.903712,38,19.119131
-1.457144,171,19.199796
-1.199996,39,19.217478
-1,29,19.230612
-1.086474,33,19.245549
0.597011,114,19.296865
-1.1,30,19.310506
-1.111213,46,19.331513
-1.180581,44,19.969267
-1,34,19.984561
-1,27,19.996708
-1,19,20.005193
-0.037751,23,20.015566
-1.099998,50,20.038063
-1,42,20.056924
-0.851584,66,20.086819
-1.099988,32,20.102896
-0.365644,130,20.182288
-1,51,20.207492
-1.099583,48,20.231949
-1.197371,48,20.254031
-0.943066,52,20.277776
-1,20,20.286735
-1,27,20.298976
-1.102591,56,20.324399
-1,36,20.340675
-1,21,20.350155
-0.011985,30,20.363714
-1,27,20.376015
-1,31,20.389988
-0.688758,51,20.413104
-0.229508,24,20.424105
-1.1,53,20.448028
-1,21,20.457429
-1.089444,22,20.467388
-0.009271,34,20.482733
-0.429995,25,20.494085
-0.149067,38,20.511454
-1,16,20.519066
0.868522,60,20.546763
-0.031177,34,20.563664
-1.174363,58,20.590487
-1.07701,34,20.60614
-1,28,20.61951
-1.199124,98,20.68356
-1.086138,50,20.716852
-0.895428,58,20.744558
-0.620874,15,20.75141
-0.751327,85,20.789737
-1,29,20.802824
-0.0774,51,20.825643
-1.039936,56,20.850807
-0.209412,26,20.863284
0.151219,106,20.916197
0.058596,68,21.593467
-0.835024,49,21.617462
-1.195392,55,21.642261
-1.05839,44,21.662308
-0.091638,26,21.674229
-0.779331,34,21.690428
0.902534,83,21.735611
0.326213,112,21.812583
0.901011,116,21.872046
-1.046097,66,21.907838
-1,24,21.919524
0.174095,97,21.970701
-1.129028,60,21.999833
-1.065314,37,22.01896
-1.099877,32,22.033462
-0.233268,22,22.043346
-0.466913,37,22.060067
-1.391465,64,22.090536
-1.247042,72,22.146107
-1,27,22.165339
-0.980052,48,22.191083
0.376172,88,22.234692
-0.929396,158,22.307839
-1,21,22.317801
-0.000295,29,22.3412
-0.137559,19,22.350801
-1.071963,60,22.380954
-1.099996,25,22.393306
-1,21,22.402917
-1.198829,61,22.430377
-0.353327,22,22.440249
-1.1,38,22.457342
-0.956812,65,22.488052
-1.062108,27,22.500213
-0.081444,102,22.546249
-0.959628,21,22.556887
-0.325801,168,22.634768
0.500462,164,23.372385
-0.860952,225,23.503804
-1.099836,61,23.532972
0.513537,140,23.596167
-1,29,23.609207
1.931274,240,23.72511
-1.099996,21,23.735911
-1.092155,54,23.760323
-0.191561,64,23.789357
-0.834333,104,23.836266
-0.488593,158,23.910084
-0.037754,37,23.927078
1.183663,275,24.060813
-0.234508,210,24.156696
4.795107,742,25.100825
-1,23,25.111155
-0.321171,115,25.162939
-1.199925,46,25.183863
-0.936392,130,25.242272
1.359319,281,25.41287
3.741653,728,25.772275
-0.328398,72,25.807746
2.969204,346,26.56852
3.468531,627,26.892936
0.637557,238,27.055668
-0.329152,116,27.108213
2.302422,308,27.281026
-0.252474,122,27.336192
0.236032,127,27.393724
-1,31,27.407688
8.140866,1442,28.690859
14.242539,1500,30.017579
14.908476,1500,31.405209
5.595666,357,31.622885
20.377651,1500,32.337498
20.066027,1500,33.683188
29.20434,1500,35.008665
21.782554,1500,36.347773
28.624661,1500,37.051152
32.331586,1500,38.377371
31.682037,1500,39.720977
24.453378,1500,41.068078
31.766146,1500,41.819566
34.444867,1500,43.167875
39.144491,1500,44.496187
38.213368,1500,45.23581
34.547994,1500,46.640251
36.930022,1500,47.986687
37.823268,1500,49.315865
32.267025,1500,50.082681
45.027485,1500,51.415905
41.53868,1500,52.788999
42.212876,1500,54.154567
36.83228,1500,54.914637
39.17431,1500,56.239721
39.22295,1500,57.600256
38.03619,1500,58.909411
44.001957,1500,59.676126
44.046961,1500,60.977448
45.332567,1500,62.34483
39.046136,1500,63.056158
42.152184,1500,64.427453
46.595014,1500,65.803972
43.201029,1500,67.200762
44.771385,1500,67.947755
51.394832,1500,69.263482
51.345306,1500,70.632036
45.716799,1500,71.989725
44.396357,1500,72.693488
49.013424,1500,74.081635
51.127297,1500,75.425406
52.055007,1500,76.782924
47.971707,1500,77.513353
51.569812,1500,78.843685
52.5644,1500,80.17855
52.43432,1500,80.945565
53.245425,1500,82.31669
52.086913,1500,83.645597
49.232097,1500,84.972539
51.527753,1500,85.692331
52.47514,1500,87.023426
53.085483,1500,88.339881
44.559355,1500,89.71811
47.303742,1500,90.492394
51.505986,1500,91.852613
50.895436,1500,93.189635
53.898887,1500,94.507238
52.719131,1500,95.212773
