#{"t_start": 1679349299.2793558, "env_id": null}
r,l,t
-119.524647,1500,1.92257
-57.15961,719,2.696467
-1.111667,9,2.704853
-112.927564,1500,4.389907
-119.585738,1500,6.044529
-115.750045,1500,9.511366
-107.788517,1500,11.175662
-109.7381,1500,12.908674
-108.282318,1500,14.548103
-1.297741,21,14.571458
-106.931689,1500,18.212143
-98.025677,1500,19.807317
-101.711457,1500,21.282243
-32.44256,441,21.736258
-101.735084,1500,23.318087
-27.855011,382,23.777936
-32.686624,497,26.297262
-83.748504,1500,27.769263
-16.58727,279,28.126362
-84.545674,1500,29.567444
-32.873612,568,30.235033
-4.013893,74,30.302453
-1.916036,24,30.323646
-92.563487,1500,31.794841
-0.502616,19,31.810961
-19.003686,305,32.107992
-13.544384,200,32.353769
-58.342558,1122,35.57783
-82.749721,1500,37.024559
-7.176186,128,37.182055
-18.944344,305,37.558183
-77.182737,1475,38.978968
0.223271,10,38.991772
-13.788525,277,39.292779
-32.905701,675,40.04976
-45.738637,888,43.060803
-7.641241,136,43.381366
-2.069176,43,43.417976
-14.009613,271,43.679424
-10.552434,213,43.882896
-1.978938,27,43.916597
-15.477838,298,44.246114
-3.297035,61,44.308634
-6.686836,143,44.517582
-5.760331,136,44.721992
-13.252844,293,45.00771
-0.297787,12,45.022885
-1.661529,21,45.047457
-22.699518,434,45.709337
-5.403129,90,45.817993
-2.053499,24,45.847048
-3.830122,82,45.946983
-3.707691,90,46.062778
-1.241845,9,46.075026
-3.729209,57,46.14851
-9.591467,265,46.449413
-6.045093,81,46.521639
-10.171532,213,46.716272
-3.97645,75,46.782849
-10.117832,189,48.187314
-11.536349,272,48.536076
-4.060052,49,48.611316
-39.759552,876,49.897337
-16.514917,288,50.188583
-27.892445,575,51.630679
-9.689631,166,51.826341
-3.177289,75,51.970313
-9.924352,207,52.157278
-7.789299,170,52.339227
-6.784024,207,55.668993
-5.463237,111,55.828594
-1.093513,12,55.846365
-5.780153,128,56.044692
-0.19773,15,56.068498
-1.786246,36,56.121504
-5.56051,120,56.293156
-13.178889,276,56.688102
-0.655108,13,56.70611
-0.317269,8,56.717629
-1.47792,22,56.750528
-26.774703,595,58.535527
-7.621804,149,58.688794
-7.304858,153,58.831374
-1.253194,27,58.855588
-7.057131,105,58.954871
-1.395835,11,58.971875
-0.691268,29,59.016029
-6.027372,125,59.147142
-9.344525,212,59.349971
-7.655396,153,59.503782
-4.17875,109,59.614834
-0.437433,61,59.668061
-3.310505,73,59.73191
-1.727177,24,59.761934
-1.57677,61,59.841879
-7.032672,149,60.116405
-4.463429,139,60.346682
0.285882,22,60.498377
-5.559823,92,60.591338
-2.016473,45,60.631412
-3.22067,64,60.692836
-4.809694,72,60.77106
-1.699984,16,60.787789
-4.959927,99,60.877507
-3.02036,60,60.955558
-4.201456,67,61.039438
-3.406831,54,61.110769
-1.455987,40,61.162179
-3.531778,55,61.230327
-2.77619,54,61.344158
-5.296443,185,61.556349
-7.433901,155,61.801726
-3.75541,71,61.888687
0.202389,14,61.90133
-5.182637,108,61.9953
-5.335092,165,62.169364
